name	type	sub_type	entry	summary
Internal Merge (IM)	hypothesis			
和泉らの「希望」定義	hypothesis			
二次方程式を学ぶ意義	hypothesis			
厚労省サイト優秀	hypothesis			
痛み＝血流障害	hypothesis			
言語に興味のない人はいない	hypothesis			
人間誰しも言語の専門家	hypothesis			
知識創造の場としての学会打ち上げ	hypothesis			
Strong Uniformity	hypothesis			
Uniformity Principle	hypothesis			
adjunct ellipsis	hypothesis			
sluicing	hypothesis			
pied-piping	hypothesis			
island violation	hypothesis			
case matching	hypothesis			
negative polarity item (NPI)	hypothesis			
non-coordinate Gapping	hypothesis			
Adjunct Island	hypothesis			
polarity	hypothesis			
Antilocality	hypothesis			
polarity sensitivity	hypothesis			
positive polarity item (PPI)	hypothesis			
Adjunct ellipsis	hypothesis			
non-coordinate RNR	hypothesis			
Binding Condition	hypothesis			
split antecedent	hypothesis			
auxiliary (verb)	hypothesis			
NICE properties	hypothesis			
VP fronting	hypothesis			
scope anomaly/topicalization correlation	hypothesis			
voice mismatch	hypothesis			
discourse structure	hypothesis			
Gapping with fronted elements	hypothesis			
control	hypothesis			
cumulative reading with universal quantifier	hypothesis			
syntactic mismatch	hypothesis			
Kennedy's puzzle	hypothesis			
respective reading in disjunction	hypothesis			
donkey anaphora	hypothesis			
symbiotic gap	hypothesis			
strong crossover (SCO)	hypothesis			
split-antecedent relative clause	hypothesis			
extraposition	hypothesis			
weak crossover (WCO)	hypothesis			
paycheck reading	hypothesis			
functional question	hypothesis			
Bach-Peters sentence	hypothesis			
Geach sentence	hypothesis			
wrapping	hypothesis			
dependent case	hypothesis			
projective meaning	hypothesis			
double case marking	hypothesis			
long-distance NPI licensing	hypothesis			
resultative	hypothesis			
depictives as syntactic adjuncts	hypothesis			
relative tense	hypothesis			
argument ellipsis	hypothesis			
V-stranding Sluicing	hypothesis			
Very Early Parameter-Setting	hypothesis			
child language	hypothesis			
continuity hypothesis	hypothesis			
Syntactic Identity Condition on Ellipsis	hypothesis			
agreement	hypothesis			
Gapping	hypothesis			
Raising to Object	hypothesis			
Improper Movement	hypothesis			
C-Agreement	hypothesis			
Extended Projection Principle (EPP)	hypothesis			
Binding Condition A	hypothesis			
criterial freezing	hypothesis			
anomalous scope	hypothesis			
VP ellipsis	hypothesis			
parasitic gap	hypothesis			
island constraint	hypothesis			
island repair	hypothesis			
nonconstituent coordination (NCC)	hypothesis			
island sensitivity	hypothesis			
partial syntactic sensitivity	hypothesis			
pseudogapping	hypothesis			
Coordinate Structure Constraint (CSC)	hypothesis			
long-distance dependency	hypothesis			
causative	hypothesis			
free word order	hypothesis			
multiple symmetrical/respective predication	hypothesis			
multiple remnant	hypothesis			
feature neutralization	hypothesis			
clitic climbing	hypothesis			
finite control	hypothesis			
focus	hypothesis			
association with focus	hypothesis			
multiple nominative construction	hypothesis			
double o marking	hypothesis			
multiple subject construction	hypothesis			
eru sentence	hypothesis			
tough sentence (in Japanese)	hypothesis			
multiple nominative sentence	hypothesis			
in-situ topic	hypothesis			
ga-wa alternation	hypothesis			
neg raising	hypothesis			
sloppy reading	hypothesis			
multiple topics	hypothesis			
multiple foci	hypothesis			
multiple sluicing	hypothesis			
multiple-headed relative clause	hypothesis			
adjectival noun	hypothesis			
verbal noun	hypothesis			
Adjunct Condition	hypothesis			
Empty Operator Movement	hypothesis			
ellipsis	hypothesis			
non-isomophic sluicing	hypothesis			
parameter-setting model	hypothesis			
P-stranding parameter	hypothesis			
Syntactic derivation is top-down	hypothesis			
lexicalist account of contrastive wa	hypothesis			
pragmatic account of contrastive wa	hypothesis			
メモリ消失問題	hypothesis			
ワタシ専用即席エコーチェンバー問題	hypothesis			
生成AIは子どもにとって毒だ	hypothesis			
context-free grammar	framework			
Hybrid Type-Logical Categorial Grammar (H-TLCG)	framework			
variable-free semantics	framework			
nontransformational syntax	framework			
Lambda Grammar	framework			
Montague grammar	framework			
neo-Gricean approach	framework			
Categorial Grammar (CG)	framework			
bare phrase structure theory	framework			
Displacement Calculus	framework			
Optimality Theory	framework			
Linear Categorial Grammar	framework			
Cognitive Linguistics	framework			
Minimal Recursion Semantics (MRS)	framework			
lexicalist syntax	framework			
Sign-Based Construction Grammar (SBCG)	framework			
Simpler Syntax	framework			
inquisitive semantics	framework			
Linearization-Based Ellipsis (LBE)	framework			
generative grammar	framework			
generative semantics	framework			
Linearization-based HPSG	framework			
Government and Binding Theory	framework			
dynamic semantics	framework			
Symmetrizing Syntax	framework			
Type-Logical Grammar	framework			
syntactic theory	framework			
outlook-based smeantics	framework			
Functional Linguistics	framework			
Lambek calculus	framework			
Minimalist Program (MP)	framework			
Causal Premise Semantics	framework			
Construction Grammar	framework			
Multi-Modal Type-Logical Categorial Grammar	framework			
Attentional Pragmatics	framework			
NL-lambda	framework			
Centering Theory	framework			
Discourse Representation Theory (DRT)	framework			
Fregean Logic	framework			
Lexical Functional Grammar (LFG)	framework			
table model (dynamic semantics)	framework			
glue semantics	framework			
argumentative framework	framework			
Abstract Categorial Grammar	framework			
Head-Driven Phrase Structure Grammar (HPSG)	framework			
Dependent Type Semantics	framework			
boolean semantics	framework			
Mainstream Generative Grammar	framework			
outlook-based semantics	framework			
AB grammar	framework			
Multi-Modal Combinatory Categorial Grammar	framework			
transformational grammar	framework			
Substance-free Phonology	framework			
alternative semantics	framework			
Principles and Parameters Model	framework			
Lexical Resource Semantics (LRS)	framework			
Generalized Phrase Structure Grammar (GPSG)	framework			
GB Theory	framework			
Combinatory Categorial Grammar (CCG)	framework			
Reference File Theory	framework			
non-coordinate RNR	topic	keyword		
Gapping	topic	keyword		
sluicing	topic	keyword		
Antecedent Contained Deletion (ACD)	topic	keyword		
pied-piping	topic	keyword		
summative agreement	topic	keyword		
extraction pathway marking	topic	keyword		
Raising to Object	topic	keyword		
Improper Movement	topic	keyword		
C-Agreement	topic	keyword		
reconstruction	topic	keyword		
Extended Projection Principle (EPP)	topic	keyword		
Binding Condition A	topic	keyword		
subject–aux(iliary) inversion	topic	keyword		
displacement	topic	keyword		
Binding Condition	topic	keyword		
criterial freezing	topic	keyword		
comparative	topic	keyword		
anomalous scope	topic	keyword		
split scope	topic	keyword		
VP ellipsis	topic	keyword		
parasitic gap	topic	keyword		
island constraint	topic	keyword		
island repair	topic	keyword		
nonconstituent coordination (NCC)	topic	keyword		
summative predicate	topic	keyword		
symmetrical predicate	topic	keyword		
Right-Node Raising (RNR)	topic	keyword		
argument cluster coordination	topic	keyword		
island sensitivity	topic	keyword		
exophoric ellipsis	topic	keyword		
partial syntactic sensitivity	topic	keyword		
pseudogapping	topic	keyword		
split antecedent	topic	keyword		
contrastive focus	topic	keyword		
respective reading	topic	keyword		
attributive comparative deletion	topic	keyword		
syntactic island	topic	keyword		
Complex NP Constraint (CNPC)	topic	keyword		
strong island	topic	keyword		
weak island	topic	keyword		
Wh-Island Condition	topic	keyword		
Coordinate Structure Constraint (CSC)	topic	keyword		
discourse coherence	topic	keyword		
factive island	topic	keyword		
that-trace effect	topic	keyword		
long-distance dependency	topic	keyword		
wh island	topic	keyword		
internal reading	topic	keyword		
Unlike Category Coordination	topic	keyword		
stripping	topic	keyword		
Right-Node Wrapping	topic	keyword		
island violation	topic	keyword		
auxiliary (verb)	topic	keyword		
NICE properties	topic	keyword		
VP fronting	topic	keyword		
complex predicate	topic	keyword		
causative	topic	keyword		
fragment answers	topic	keyword		
extraction out of ellipsis	topic	keyword		
bound variable anaphora (BVA)	topic	keyword		
deep vs. surface anaphora	topic	keyword		
do so anaphora	topic	keyword		
case matching	topic	keyword		
Left Branch Constraint (phenomenon)	topic	keyword		
scope anomaly/topicalization correlation	topic	keyword		
Bare Argument Ellipsis	topic	keyword		
voice mismatch	topic	keyword		
discourse structure	topic	keyword		
presupposition projection	topic	keyword		
quantifier	topic	keyword		
discourse relation	topic	keyword		
Gapping with fronted elements	topic	keyword		
negative quantifier	topic	keyword		
negative polarity item (NPI)	topic	keyword		
anaphora	topic	keyword		
coordination	topic	keyword		
distributive reading	topic	keyword		
negation	topic	keyword		
P-stranding nonconstituent coordination (NCC)	topic	keyword		
ellipsis-containing antecedent (ellipsis)	topic	keyword		
E-type anaphora	topic	keyword		
cross-serial dependencies	topic	keyword		
control	topic	keyword		
passive	topic	keyword		
cumulative reading with universal quantifier	topic	keyword		
average' reading	topic	keyword		
respective reading in extraction	topic	keyword		
subject island	topic	keyword		
quantification	topic	keyword		
relative clause	topic	keyword		
strict-sloppy identity	topic	keyword		
free word order	topic	keyword		
plurality	topic	keyword		
reciprocal	topic	keyword		
internal reading with universal	topic	keyword		
internal reading in comparative	topic	keyword		
cumulative/distributive interaction	topic	keyword		
topicalization	topic	keyword		
universal quantifier	topic	keyword		
cumulative reading	topic	keyword		
multiple symmetrical/respective predication	topic	keyword		
respective/symmetrical/summative reading interaciton	topic	keyword		
extraction	topic	keyword		
multiple respective reading	topic	keyword		
multiple remnant	topic	keyword		
non-constituent ellipsis	topic	keyword		
discontinuous pseudogapping	topic	keyword		
pronominal remnant	topic	keyword		
scope ambiguity	topic	keyword		
Conjunct Constraint	topic	keyword		
Element Constraint	topic	keyword		
across-the-board dependencies (ATB)	topic	keyword		
center embedding	topic	keyword		
gradient acceptability	topic	keyword		
parallelism	topic	keyword		
clausal conjunction	topic	keyword		
medial Right-Node Raising (RNR)	topic	keyword		
discourse anaphora	topic	keyword		
tough-movement	topic	keyword		
discontinuous constituency	topic	keyword		
non-coordinate Gapping	topic	keyword		
Adjunct Island	topic	keyword		
syntactic mismatch	topic	keyword		
Kennedy's puzzle	topic	keyword		
respective reading in disjunction	topic	keyword		
donkey anaphora	topic	keyword		
symbiotic gap	topic	keyword		
strong crossover (SCO)	topic	keyword		
split-antecedent relative clause	topic	keyword		
extraposition	topic	keyword		
weak crossover (WCO)	topic	keyword		
paycheck reading	topic	keyword		
functional question	topic	keyword		
Bach-Peters sentence	topic	keyword		
Geach sentence	topic	keyword		
feature neutralization	topic	keyword		
clitic climbing	topic	keyword		
wrapping	topic	keyword		
finite control	topic	keyword		
focus	topic	keyword		
dependent case	topic	keyword		
case marking	topic	keyword		
conventional implicature	topic	keyword		
left-node raising	topic	keyword		
adjective	topic	keyword		
gradable predicate	topic	keyword		
degree modifier	topic	keyword		
attenuation	topic	keyword		
expressive	topic	keyword		
indirect expressive	topic	keyword		
intensifier	topic	keyword		
negative motto	topic	keyword		
implicit comparison	topic	keyword		
explicit comparison	topic	keyword		
yori comparative	topic	keyword		
diachronic change	topic	keyword		
differential reading	topic	keyword		
association with focus	topic	keyword		
quantificational adverb	topic	keyword		
presupposition	topic	keyword		
exclusives (focus particle)	topic	keyword		
primary/secondary assertion	topic	keyword		
projective meaning	topic	keyword		
perspectival verb	topic	keyword		
perspective sensitivity	topic	keyword		
motion-deictic verb	topic	keyword		
empathy-loaded verb	topic	keyword		
empathy	topic	keyword		
presupposition filter	topic	keyword		
scalarity	topic	keyword		
indeterminate pronoun	topic	keyword		
speech act	topic	keyword		
pragmatic scalar modifier	topic	keyword		
expectation reversal	topic	keyword		
mixed wh-interrogative	topic	keyword		
adverbial noun	topic	keyword		
monotonicity	topic	keyword		
do support	topic	keyword		
focus particle	topic	keyword		
scalar modifier	topic	keyword		
minimizer	topic	keyword		
negative concord	topic	keyword		
modal auxiliary	topic	keyword		
honorific	topic	keyword		
generalized quantifier	topic	keyword		
scope	topic	keyword		
polarity	topic	keyword		
cross-linguistic variation	topic	keyword		
analogy	topic	keyword		
German	topic	keyword		
Plains Cree	topic	keyword		
floating quantifier	topic	keyword		
multiple nominative construction	topic	keyword		
double case marking	topic	keyword		
double o marking	topic	keyword		
multiple subject construction	topic	keyword		
reflexives	topic	keyword		
Pseudo-cleft	topic	keyword		
tokoro phrase	topic	keyword		
eru sentence	topic	keyword		
purposive clause	topic	keyword		
Antilocality	topic	keyword		
amari/sonnani	topic	keyword		
grammaticalization	topic	keyword		
discourse update	topic	keyword		
Raising to Subject	topic	keyword		
tough sentence (in Japanese)	topic	keyword		
multiple nominative sentence	topic	keyword		
double ga sentence	topic	keyword		
in-situ topic	topic	keyword		
ga-wa alternation	topic	keyword		
scrambling	topic	keyword		
neg raising	topic	keyword		
sloppy reading	topic	keyword		
multiple topics	topic	keyword		
multiple foci	topic	keyword		
multiple sluicing	topic	keyword		
multiple-headed relative clause	topic	keyword		
adjectival noun	topic	keyword		
verbal noun	topic	keyword		
yes/no-questions	topic	keyword		
focus of the question	topic	keyword		
topic	topic	keyword		
contrastive topic	topic	keyword		
syntax-semantics interface	topic	keyword		
sprouting(phenomenon)	topic	keyword		
accommodation	topic	keyword		
nominal ellipsis	topic	keyword		
Empty Nounconstruction	topic	keyword		
one-anaphora	topic	keyword		
people deletion	topic	keyword		
wh-movement (phenomenon)	topic	keyword		
Subject Condition effect	topic	keyword		
Adjunct Condition	topic	keyword		
Left-Branch Condition	topic	keyword		
Sentential Subject Constraint (phenomenon)	topic	keyword		
contrastive fragment  answers	topic	keyword		
contrast sluicing	topic	keyword		
Modal complement ellipsis	topic	keyword		
Empty Operator Movement	topic	keyword		
multiple pseudo sluicing	topic	keyword		
P-stranding	topic	keyword		
appositive relative clause	topic	keyword		
double negation	topic	keyword		
island evasion	topic	keyword		
case-marked stripping	topic	keyword		
non-case-marked stripping	topic	keyword		
multiple stripping	topic	keyword		
overt movement	topic	keyword		
covert movement	topic	keyword		
null argument (phenomenon)	topic	keyword		
long-distance scrambling	topic	keyword		
